rule,style,score,pos,t_trades,t_win_rate,t_avg_return,t_median_return,t_total_compound,t_best,t_worst,m_months,m_avg_month_pct,m_median_month_pct,m_pct_months_ge_20,m_pct_months_gt_0,m_best_month_pct,m_worst_month_pct,m_months_ge_20
FMR_mfi6<20_pb<=0.0_none_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,18,66.66666666666666,-0.27739480522697146,2.0937892021031246,-37.28998534700464,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h4_mid0_s0.1,mean_rev,-1000000000.0,1,38,42.10526315789473,-1.3436523814562438,-1.02258049273789,-67.63079849849346,51.540535420927846,-43.40425732013312,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h4_mid0_s0.07,mean_rev,-1000000000.0,1,38,39.473684210526315,-3.0909208076685237,-3.4728090714804374,-81.48015169470413,32.17665615141956,-43.40425732013312,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h4_mid1_s0.1,mean_rev,-1000000000.0,1,38,42.10526315789473,-1.9333580157224983,-2.000091849613023,-73.75118473577913,51.540535420927846,-43.40425732013312,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_bw40_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,19,47.368421052631575,2.7391191783709674,-0.8488934599414466,35.09981498335411,41.176470588235304,-26.192619261926197,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h3_mid0_s0.1,mean_rev,-1000000000.0,1,39,41.02564102564102,-1.834475144483822,-2.297466674308579,-73.18227868204592,51.540535420927846,-43.40425732013312,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h3_mid0_s0.07,mean_rev,-1000000000.0,1,39,38.46153846153847,-3.544712310743963,-3.0558385718778447,-84.70758149380636,26.46370309298156,-43.40425732013312,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h3_mid1_s0.1,mean_rev,-1000000000.0,1,39,38.46153846153847,-2.179338563689923,-3.0558385718778447,-76.49321983043988,51.540535420927846,-43.40425732013312,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_bw40_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,24,37.5,1.2512483523019724,-0.6722782045679998,7.030841950690925,41.176470588235304,-26.192619261926197,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_bw40_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,24,37.5,1.2512483523019724,-0.6722782045679998,7.030841950690925,41.176470588235304,-26.192619261926197,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_bw40_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,24,37.5,1.1875278211731712,-0.4797423682473767,5.613343072900023,41.176470588235304,-26.192619261926197,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_bw40_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,24,37.5,1.1875278211731712,-0.4797423682473767,5.613343072900023,41.176470588235304,-26.192619261926197,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,18,61.111111111111114,-0.8472132420703394,2.0502898342242615,-42.094061290322614,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h4_mid1_s0.07,mean_rev,-1000000000.0,1,38,39.473684210526315,-3.6806264419347783,-4.450320428355569,-84.98189469195032,32.17665615141956,-43.40425732013312,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_bw40_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,19,47.368421052631575,2.658630086418798,-0.2976055714181247,33.31057524050605,41.176470588235304,-26.192619261926197,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,1.8546774532512176,3.8867452530091384,10.710633786549062,41.176470588235304,-23.740996791549527,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,18,61.111111111111114,2.6729955803418464,3.8867452530091384,31.093138211145277,41.176470588235304,-23.740996791549527,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,18,50.0,-1.7328195784465834,-1.0169673989891659,-31.779044253992783,13.137254901960782,-16.235294117647058,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,18,50.0,-1.7328195784465834,-1.0169673989891659,-31.779044253992783,13.137254901960782,-16.235294117647058,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,18,50.0,-1.7328195784465834,-1.0169673989891659,-31.779044253992783,13.137254901960782,-16.235294117647058,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,18,50.0,-1.7328195784465834,-1.0169673989891659,-31.779044253992783,13.137254901960782,-16.235294117647058,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,15,46.666666666666664,-2.3175834797727126,-5.537098560354369,-34.03911291057481,13.137254901960782,-16.235294117647058,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,15,46.666666666666664,-2.3175834797727126,-5.537098560354369,-34.03911291057481,13.137254901960782,-16.235294117647058,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h4_mid0_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,1.7664956714413889,2.1876410320869066,4.9884741027293344,61.71122994652407,-19.712528904890945,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h4_mid0_s0.07,mean_rev,-1000000000.0,1,18,61.111111111111114,3.150638625453982,2.1876410320869066,40.04404407885475,61.71122994652407,-18.33648393194707,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_none_h3_mid1_s0.07,mean_rev,-1000000000.0,1,39,35.8974358974359,-3.889575729950064,-3.061216563075808,-86.59559789498807,26.46370309298156,-43.40425732013312,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h4_mid1_s0.07,mean_rev,-1000000000.0,1,18,61.111111111111114,2.811438601638834,2.9373601806367944,33.31783318022199,61.71122994652407,-18.33648393194707,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,2.420506360450748,5.352486899108399,21.760799127962006,41.176470588235304,-23.740996791549527,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,18,61.111111111111114,3.2388244875413768,5.352486899108399,44.17770653861752,41.176470588235304,-23.740996791549527,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_squeeze_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,18,55.55555555555556,-0.9156332672265479,0.9926739388848471,-45.3227409894264,42.6724207403778,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,18,55.55555555555556,-0.9156332672265479,0.9926739388848471,-45.3227409894264,42.6724207403778,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,18,55.55555555555556,-1.4361258991179602,0.9926739388848471,-48.68663426576896,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,18,55.55555555555556,-1.4361258991179602,0.9926739388848471,-48.68663426576896,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,-0.8472132420703394,2.0502898342242615,-42.094061290322614,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,18,61.111111111111114,-0.8472132420703394,2.0502898342242615,-42.094061290322614,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<20_pb<=0.0_none_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,-0.8472132420703394,2.0502898342242615,-42.094061290322614,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi13<25_pb<=0.25_squeeze_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,1.427295647626241,2.9373601806367944,-0.05404393783065009,61.71122994652407,-19.712528904890945,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,3,33.33333333333333,2.334472303081396,-0.495662949194553,6.675727261043729,10.32644767655222,-2.82736781811348,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h4_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_bw40_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,4,50.0,0.39958972700824824,1.3072071275499197,0.14511699762882468,11.259159664661066,-12.275215011727914,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_bw40_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,4,50.0,0.39958972700824824,1.3072071275499197,0.14511699762882468,11.259159664661066,-12.275215011727914,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h4_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_none_h4_mid0_s0.07,mean_rev,-1000000000.0,1,15,46.666666666666664,-1.7437957945377347,-0.12092459593594507,-30.05356903487132,21.238940843037703,-22.87581699346405,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_none_h4_mid1_s0.1,mean_rev,-1000000000.0,1,15,53.333333333333336,2.1279109814711505,0.12562703816130227,16.618163274356633,51.540535420927846,-22.87581699346405,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_none_h4_mid1_s0.07,mean_rev,-1000000000.0,1,15,46.666666666666664,-2.42524207416557,-5.925479007462542e-06,-35.94008574269647,20.357420357420363,-22.87581699346405,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_none_h3_mid0_s0.1,mean_rev,-1000000000.0,1,16,43.75,3.34824757855995,-2.103469754557902,39.66788949247344,51.540535420927846,-22.87581699346405,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_none_h3_mid0_s0.07,mean_rev,-1000000000.0,1,16,37.5,-0.9203334110994749,-2.676652623093212,-23.278563354343373,26.46370309298156,-22.87581699346405,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h4_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h4_mid0_s0.1,mean_rev,-1000000000.0,1,20,50.0,1.1394371169011346,0.002351221112678603,-3.7960618692397308,51.540535420927846,-32.32323296913524,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h4_mid0_s0.07,mean_rev,-1000000000.0,1,20,45.0,-2.19552535730614,-0.5299458660430911,-45.141092846892825,21.238940843037703,-25.252545803898364,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h4_mid1_s0.1,mean_rev,-1000000000.0,1,20,50.0,0.40404030177683353,0.0628105563411474,-15.606360305245037,51.540535420927846,-32.32323296913524,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h4_mid1_s0.07,mean_rev,-1000000000.0,1,20,45.0,-2.9309221724304413,-0.060465260707476265,-51.875745065294495,20.357420357420363,-25.252545803898364,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h3_mid0_s0.1,mean_rev,-1000000000.0,1,21,42.857142857142854,1.5040949855571055,-1.9094728348072243,2.8789031150450173,51.540535420927846,-32.32323296913524,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h3_mid0_s0.07,mean_rev,-1000000000.0,1,21,38.095238095238095,-1.6720597517831564,-2.297466674308579,-41.33479040815682,26.46370309298156,-25.252545803898364,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_pb_up_h4_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_squeeze_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,3,0.0,-9.65554623795903,-7.194246035875662,-26.56598867884121,-5.537098560354369,-16.235294117647058,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,2,100.0,9.573684736342802,9.573684736342802,19.310360329814902,18.254488484726572,0.8928809879590327,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,2,100.0,9.573684736342802,9.573684736342802,19.310360329814902,18.254488484726572,0.8928809879590327,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,2,50.0,3.74953992921937,3.74953992921937,7.207113200077586,10.32644767655222,-2.82736781811348,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,2,50.0,3.74953992921937,3.74953992921937,7.207113200077586,10.32644767655222,-2.82736781811348,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,3,33.33333333333333,3.4886303813494632,-0.2976055714181247,10.378216981473587,11.259159664661066,-0.495662949194553,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,3,33.33333333333333,3.4886303813494632,-0.2976055714181247,10.378216981473587,11.259159664661066,-0.495662949194553,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,21,66.66666666666666,0.19974372584451236,2.2727388439271357,-29.755732664333713,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,3,66.66666666666666,4.624524639920303,2.912019826517964,14.158292905496662,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,3,66.66666666666666,4.624524639920303,2.912019826517964,14.158292905496662,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,3,66.66666666666666,4.624524639920303,2.912019826517964,14.158292905496662,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_squeeze_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h4_mid0_s0.1,mean_rev,-1000000000.0,1,3,66.66666666666666,5.494393706921637,0.8928809879590327,16.13170760727336,18.254488484726572,-2.6641883519206933,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h4_mid0_s0.07,mean_rev,-1000000000.0,1,3,66.66666666666666,5.494393706921637,0.8928809879590327,16.13170760727336,18.254488484726572,-2.6641883519206933,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,3,33.33333333333333,3.4886303813494632,-0.2976055714181247,10.378216981473587,11.259159664661066,-0.495662949194553,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h4_mid1_s0.07,mean_rev,-1000000000.0,1,3,33.33333333333333,3.4886303813494632,-0.2976055714181247,10.378216981473587,11.259159664661066,-0.495662949194553,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,3,66.66666666666666,4.624524639920303,2.912019826517964,14.158292905496662,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,21,66.66666666666666,0.19974372584451236,2.2727388439271357,-29.755732664333713,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,21,71.42857142857143,0.8345540881245823,2.7072849878734484,-20.4238493299971,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,21,71.42857142857143,0.7924132885621539,2.7072849878734484,-21.187170609357374,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,21,61.904761904761905,-0.5404396143578276,2.7072849878734484,-40.17696156340722,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,21,61.904761904761905,-0.5404396143578276,2.7072849878734484,-40.17696156340722,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,21,66.66666666666666,-0.18981660116354096,2.7072849878734484,-35.687150819567684,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,21,66.66666666666666,-0.18981660116354096,2.7072849878734484,-35.687150819567684,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,21,66.66666666666666,0.19974372584451236,2.2727388439271357,-29.755732664333713,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,21,66.66666666666666,0.19974372584451236,2.2727388439271357,-29.755732664333713,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h3_mid1_s0.1,mean_rev,-1000000000.0,1,21,42.857142857142854,1.1449185711145737,-0.9389671361502372,-3.8986623998224723,51.540535420927846,-32.32323296913524,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h3_mid1_s0.07,mean_rev,-1000000000.0,1,21,38.095238095238095,-2.0312361662256877,-1.9094728348072243,-45.19959931856602,26.46370309298156,-25.252545803898364,0,,,,,,,0
FMR_mfi13<25_pb<=0.15_squeeze_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,3,0.0,-9.65554623795903,-7.194246035875662,-26.56598867884121,-5.537098560354369,-16.235294117647058,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h2_mid0_s0.07,mean_rev,-1000000000.0,1,21,28.57142857142857,-1.949197450351053,-1.5075335577793725,-41.845987128191034,26.46370309298156,-25.252545803898364,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h2_mid1_s0.1,mean_rev,-1000000000.0,1,21,33.33333333333333,1.3030547322466044,-1.0608152200170862,5.866738143041705,51.540535420927846,-25.252545803898364,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_squeeze_none_h2_mid1_s0.07,mean_rev,-1000000000.0,1,21,28.57142857142857,-1.949197450351053,-1.5075335577793725,-41.845987128191034,26.46370309298156,-25.252545803898364,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,21,71.42857142857143,2.2611148223203767,3.644569303607059,2.1833588425473005,30.02232142857142,-50.0,0,,,,,,,0
FMR_mfi13<30_pb<=0.0_none_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,21,71.42857142857143,2.2189740227579486,3.644569303607059,1.20318159667272,30.02232142857142,-50.0,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
FMR_mfi13<25_pb<=0.0_bw40_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,2,50.0,5.480777046621471,5.480777046621471,10.928046206786046,11.259159664661066,-0.2976055714181247,0,,,,,,,0
